Age,No. of years in Formal Education,Sector,Household'S Usual Consumer Expenditure In A Month (Rs.)
25,8,1,12505
2,0,1,12505
6,0,1,12505
4,0,1,12505
55,0,1,12505
60,0,1,13314
37,3,1,13314
30,4,1,13314
12,7,1,13314
11,6,1,13314
55,0,1,12363
50,0,1,12363
21,7,1,12363
14,8,1,12363
78,10,1,20875
73,0,1,20875
40,16,1,20875
38,17,1,20875
12,6,1,20875
70,10,1,20750
41,15,1,20750
40,15,1,20750
9,3,1,20750
65,7,1,20750
35,17,1,21292
32,18,1,21292
9,3,1,21292
5,0,1,21292
61,0,1,21292
40,16,1,23333
37,16,1,23333
15,10,1,23333
12,7,1,23333
60,4,1,11050
52,7,1,11050
28,12,1,11050
82,10,1,15542
77,7,1,15542
35,7,1,5292
31,5,1,5292
32,17,1,12125
29,17,1,12125
41,17,1,43333
37,17,1,43333
6,0,1,43333
13,6,1,43333
78,11,1,43333
68,8,1,43333
54,17,1,32500
53,17,1,32500
19,13,1,32500
21,14,1,32500
72,6,1,32500
40,15,1,32917
35,17,1,32917
4,0,1,32917
65,14,1,16667
56,12,1,16667
32,16,1,10500
30,12,1,14125
24,9,1,14125
4,0,1,14125
42,0,1,10500
64,6,1,6583
53,12,1,32042
48,9,1,32042
29,15,1,32042
20,11,1,32042
25,15,1,32042
37,15,1,15708
22,12,1,15708
28,10,1,15708
38,13,1,22542
24,15,1,22542
35,15,1,10697
30,15,1,10697
7,1,1,10697
26,15,1,15793
36,12,1,15793
25,6,1,15793
24,8,1,15793
40,10,1,12757
38,0,1,12757
8,3,1,12757
13,6,1,12757
29,5,1,10500
24,5,1,10500
3,0,1,10500
0,0,1,10500
58,8,1,16793
45,0,1,16793
18,8,1,16793
16,8,1,16793
14,7,1,16793
20,9,1,16793
58,0,1,12228
40,7,1,12228
23,10,1,12228
18,9,1,12228
21,10,1,12228
18,10,1,12228
70,7,1,17687
65,4,1,17687
45,7,1,17687
39,7,1,17687
19,12,1,17687
17,10,1,17687
21,11,1,17687
40,10,1,13055
33,10,1,13055
16,9,1,13055
14,8,1,13055
12,6,1,13055
68,0,1,13055
42,8,1,14705
38,0,1,14705
22,10,1,14705
18,9,1,14705
16,9,1,14705
11,5,1,14705
13,6,1,14705
64,0,1,14705
48,0,1,10405
41,9,1,10405
18,11,1,10405
16,9,1,10405
14,9,1,10405
12,6,1,10405
30,6,1,8007
26,10,1,8007
4,0,1,8007
1,0,1,8007
49,9,1,8687
72,0,1,8687
69,0,1,8687
45,2,1,8687
35,2,1,8687
31,0,1,8687
69,0,1,2453
48,15,1,19733
45,15,1,19733
26,17,1,19733
18,12,1,19733
64,12,1,23433
29,15,1,23433
27,15,1,23433
32,10,1,17112
24,15,1,17112
66,9,1,19650
59,9,1,19650
31,15,1,19650
26,17,1,19650
69,4,1,25858
60,9,1,25858
29,16,1,25858
62,5,1,9517
33,10,1,9517
37,9,1,16850
32,9,1,16850
6,1,1,16850
12,6,1,16850
70,8,1,7617
68,6,1,7617
52,15,1,29333
26,16,1,29333
22,15,1,29333
45,17,1,44417
40,15,1,44417
19,13,1,44417
10,4,1,44417
40,17,1,42083
40,17,1,42083
9,3,1,42083
1,0,1,42083
45,16,1,29667
40,17,1,29667
14,7,1,29667
15,7,1,21500
55,3,1,21500
21,12,1,21500
42,17,1,32500
38,16,1,36667
28,17,1,36667
9,2,1,36667
7,0,1,36667
65,18,1,35500
63,17,1,35500
62,17,1,51125
59,17,1,51125
35,15,1,51125
52,15,1,91667
50,17,1,91667
20,15,1,91667
18,13,1,91667
80,12,1,91667
58,15,1,30667
53,15,1,30667
70,16,1,25792
61,15,1,25792
80,12,1,25375
77,15,1,25708
21,9,1,25708
92,16,1,20375
85,18,1,15375
43,15,1,30083
38,17,1,30083
15,10,1,30083
55,14,1,29583
45,15,1,29583
22,15,1,29583
25,15,1,29583
46,10,1,22250
38,15,1,22250
2,0,1,22250
36,8,1,6767
35,8,1,6767
18,11,1,6767
17,11,1,6767
15,9,1,6767
46,8,1,5917
40,5,1,5917
19,12,1,5917
44,0,1,4083
22,12,1,4083
46,4,1,6417
25,8,1,6417
23,8,1,6417
20,8,1,6417
53,8,1,3750
50,5,1,3750
53,10,1,12017
29,11,1,12017
26,10,1,12017
23,11,1,12017
40,12,1,11825
38,0,1,11825
15,9,1,11825
18,11,1,11825
44,0,1,13125
42,9,1,13125
16,11,1,13125
14,9,1,13125
60,0,1,12442
41,4,1,12442
37,1,1,12442
11,6,1,12442
9,4,1,12442
56,3,1,18893
50,0,1,18893
20,13,1,18893
18,11,1,18893
24,15,1,18893
21,15,1,18893
58,6,1,21525
56,0,1,21525
38,12,1,21525
35,12,1,21525
10,3,1,21525
13,8,1,21525
32,9,1,21525
9,3,1,21525
11,5,1,21525
34,9,1,21525
51,0,1,11092
37,0,1,11092
18,12,1,11092
43,9,1,12360
39,9,1,12360
20,9,1,12360
15,9,1,12360
83,0,1,21583
75,0,1,21583
43,15,1,21583
40,15,1,21583
17,11,1,21583
11,6,1,21583
40,10,1,21583
35,12,1,21583
1,0,1,21583
50,7,1,19725
47,7,1,19725
24,12,1,19725
25,12,1,19725
21,13,1,19725
70,0,1,19725
45,9,1,13313
42,9,1,13313
21,14,1,13313
18,11,1,13313
47,10,1,13652
46,0,1,13652
27,15,1,13652
23,8,1,13652
61,15,1,25667
57,9,1,26757
50,4,1,26757
26,15,1,26757
73,9,1,8882
67,0,1,8882
43,8,1,8882
56,9,1,11038
50,6,1,11038
28,9,1,11038
62,11,1,17742
52,10,1,17742
27,10,1,17742
74,10,1,17954
39,10,1,17954
30,15,1,17954
2,0,1,17954
18,10,1,15679
62,17,1,15679
45,10,1,3963
15,10,1,3963
50,0,1,13863
39,8,1,13863
15,10,1,13863
55,0,1,13863
51,11,1,3658
28,9,1,17955
28,12,1,17955
0,0,1,17955
3,0,1,17955
51,15,1,16668
21,15,1,16668
61,1,1,16167
55,0,1,16167
32,10,1,16167
30,9,1,16167
8,0,1,16167
4,0,1,16167
30,15,1,16167
25,15,1,16167
4,0,1,16167
79,0,1,16167
31,11,1,12900
23,12,1,12900
0,0,1,12900
19,11,1,12900
33,10,1,15083
32,15,1,15083
8,2,1,15083
60,0,1,15083
40,14,1,18067
33,4,1,18067
16,10,1,18067
14,8,1,18067
12,6,1,18067
29,12,1,8167
21,8,1,8167
1,0,1,8167
38,19,1,5917
50,2,1,5633
36,8,1,9333
14,8,1,9333
11,5,1,9333
66,15,1,20168
38,12,1,20168
32,17,1,20168
1,0,1,20168
45,15,1,44145
40,16,1,44145
7,1,1,44145
2,0,1,44145
62,10,1,44145
64,17,1,19356
58,17,1,19356
48,17,1,26812
36,15,1,26812
3,0,1,26812
10,3,1,26812
21,14,1,5091
21,14,1,4315
40,9,1,18822
35,9,1,18822
14,8,1,18822
12,5,1,18822
7,1,1,18822
22,13,1,18822
64,12,1,9315
35,13,1,9315
17,11,1,9315
52,15,1,12305
41,9,1,12305
24,17,1,12305
31,17,1,11260
24,15,1,11260
34,9,1,10837
30,10,1,10837
8,2,1,10837
4,0,1,10837
65,0,1,10837
45,12,1,13457
36,8,1,13457
15,9,1,13457
12,6,1,13457
63,2,1,13457
50,10,1,10953
42,10,1,10953
15,9,1,10953
72,8,1,4832
53,0,1,4832
54,9,1,21425
52,10,1,21425
28,17,1,21425
23,17,1,21425
65,10,1,50750
60,10,1,50750
38,12,1,50750
37,17,1,50750
10,5,1,50750
12,7,1,50750
36,17,1,15500
36,15,1,15500
0,0,1,15500
7,1,1,15500
63,9,1,20985
55,0,1,20985
34,16,1,20985
31,17,1,20985
2,0,1,20985
69,6,1,15733
60,6,1,15733
41,15,1,15733
37,9,1,15733
31,9,1,15733
1,0,1,15733
1,0,1,15733
75,4,1,58307
64,5,1,58307
36,11,1,58307
33,9,1,58307
5,0,1,58307
35,9,1,5483
32,9,1,5483
9,3,1,5483
79,0,1,6370
55,0,1,20742
48,7,1,20742
28,8,1,20742
18,12,1,20742
23,14,1,20742
20,11,1,20742
79,10,1,11167
65,10,1,11167
34,12,1,11167
50,3,1,68583
46,0,1,68583
26,13,1,68583
20,10,1,68583
1,0,1,68583
41,7,1,14542
38,9,1,14542
18,13,1,14542
15,10,1,14542
13,6,1,14542
46,6,1,13850
42,9,1,13850
23,15,1,13850
20,0,1,13850
26,12,1,4892
65,4,1,11042
56,0,1,11042
34,9,1,11042
9,3,1,11042
50,0,1,5333
46,8,1,13480
45,10,1,13480
20,15,1,13480
25,15,1,13480
30,12,1,14350
27,10,1,14350
5,0,1,14350
27,10,1,14350
25,15,1,14350
28,16,1,15708
26,14,1,15708
3,0,1,15708
46,10,1,16200
45,7,1,16200
23,15,1,16200
21,15,1,16200
47,9,1,10763
45,9,1,10763
21,14,1,10763
55,7,1,16028
50,8,1,16028
23,15,1,16028
34,10,1,23167
28,10,1,23167
8,2,1,23167
7,1,1,23167
32,12,1,23167
45,7,1,8458
8,2,1,8458
18,10,1,8458
51,0,1,27583
45,7,1,27583
21,9,1,27583
18,12,1,27583
13,8,1,27583
5,0,1,27583
22,12,1,27583
16,10,1,27583
57,8,1,8500
47,12,1,8500
20,14,1,8500
17,11,1,8500
58,5,1,11077
55,3,1,11077
28,16,1,11077
26,14,1,11077
67,11,1,11542
57,8,1,11542
31,10,1,11542
38,10,1,11358
34,8,1,11358
12,7,1,11358
6,0,1,11358
4,0,1,11358
3,0,1,11358
30,10,1,8983
23,5,1,8983
65,4,1,7347
60,8,1,7347
35,5,1,10500
30,5,1,10500
14,8,1,10500
12,6,1,10500
39,17,1,21333
37,13,1,21333
12,4,1,21333
22,15,1,21333
17,11,1,21333
47,8,1,31667
37,12,1,31667
47,15,1,31667
43,2,1,31667
46,8,1,31667
27,8,1,25667
30,15,1,25667
54,0,1,18958
38,10,1,18958
22,7,1,18958
55,5,1,26833
19,9,1,26833
28,15,1,26833
45,8,1,26833
53,0,1,18500
28,6,1,18500
26,12,1,18500
23,11,1,18500
43,8,1,16750
20,2,1,16750
23,10,1,16750
30,2,1,16750
58,8,1,5275
53,14,1,25792
45,10,1,25792
24,17,1,25792
18,12,1,25792
66,10,1,35983
55,10,1,35983
21,15,1,35983
21,15,1,35983
26,15,1,25750
22,17,1,25750
77,15,1,20583
70,15,1,20583
62,9,1,21333
57,9,1,21333
27,15,1,21333
68,15,1,5333
35,8,1,25733
35,7,1,25733
9,3,1,25733
3,0,1,25733
28,15,1,15750
28,17,1,15750
55,15,1,20708
49,15,1,20708
27,16,1,20708
24,16,1,20708
49,10,1,13533
44,10,1,13533
16,11,1,13533
24,15,1,13533
19,13,1,13533
43,15,1,15458
39,15,1,15458
9,4,1,15458
15,9,1,15458
30,12,1,7980
29,12,1,7980
10,5,1,7980
2,0,1,7980
66,10,1,7737
60,5,1,7737
31,15,1,7567
6,0,1,7567
46,12,1,10542
41,7,1,10542
13,6,1,10542
7,2,1,10542
0,0,1,10542
51,9,1,7773
45,5,1,7773
79,17,1,38000
67,0,1,38000
47,19,1,38000
45,15,1,38000
21,14,1,38000
16,11,1,38000
44,11,1,21333
44,12,1,21333
18,12,1,21333
38,15,1,26250
35,15,1,26250
10,4,1,26250
5,0,1,26250
28,14,1,19467
27,15,1,19467
4,0,1,19467
70,10,1,9917
29,16,1,16833
48,8,1,11750
57,10,1,27833
46,11,1,27833
24,16,1,27833
26,17,1,27833
51,18,1,19868
45,17,1,19868
22,16,1,19868
26,16,1,19868
60,15,1,38243
58,9,1,38243
34,15,1,38243
30,10,1,38243
4,0,1,38243
0,0,1,38243
32,17,1,38243
32,17,1,38243
1,0,1,38243
40,15,1,11985
32,12,1,11985
11,5,1,11985
6,0,1,11985
66,17,1,7993
56,12,1,7993
40,7,1,14022
38,11,1,14022
15,9,1,14022
11,5,1,14022
28,9,1,14022
40,12,1,18140
33,9,1,18140
11,5,1,18140
9,2,1,18140
56,7,1,7363
52,7,1,7363
65,8,1,4428
51,12,1,25192
28,13,1,25192
26,16,1,25192
24,12,1,25192
52,17,1,28807
26,15,1,28807
24,18,1,28807
30,12,1,8808
27,12,1,8808
39,10,1,7334
17,11,1,7334
15,9,1,7334
61,9,1,11553
51,9,1,11553
23,10,1,11553
76,9,1,13781
64,6,1,13781
35,12,1,13781
65,9,1,2708
45,9,1,7903
40,5,1,7903
8,3,1,7903
9,4,1,7903
63,15,1,22667
39,15,1,22667
37,15,1,22667
4,0,1,22667
4,0,1,22667
15,9,1,22667
12,6,1,22667
8,2,1,22667
50,12,1,18250
28,16,1,18250
28,14,1,18250
0,0,1,18250
3,0,1,18250
30,12,1,18250
7,0,1,18250
3,0,1,18250
37,12,1,10667
31,10,1,10667
7,1,1,10667
9,2,1,10667
4,0,1,10667
41,6,1,10033
18,11,1,10033
38,8,1,11717
29,10,1,11717
4,0,1,11717
2,0,1,11717
28,6,1,10292
25,15,1,10292
4,0,1,10292
0,0,1,10292
60,0,1,2983
27,0,1,9408
25,0,1,9408
2,0,1,9408
62,15,1,36250
54,15,1,36250
24,15,1,36250
32,15,1,36250
63,10,1,31642
58,15,1,31642
30,15,1,31642
83,5,1,31642
33,15,1,25750
28,15,1,25750
68,9,1,36250
63,9,1,36250
31,14,1,36250
29,12,1,36250
6,0,1,36250
67,15,1,10542
36,15,1,15625
68,0,1,12808
62,9,1,15642
58,15,1,35000
55,15,1,35000
30,17,1,35000
30,15,1,35000
25,17,1,35000
56,9,1,15217
46,7,1,15217
25,15,1,15217
24,12,1,15217
60,10,1,17667
56,6,1,17667
31,15,1,17667
28,13,1,17667
81,16,1,17417
75,11,1,17417
37,10,1,11917
38,10,1,5283
42,18,1,52500
36,16,1,52500
16,9,1,52500
14,6,1,52500
10,3,1,52500
65,4,1,10100
70,0,1,10100
60,16,1,28083
56,17,1,28083
26,18,1,28083
20,15,1,28083
35,17,1,26583
31,16,1,26583
28,16,1,26583
79,17,1,12917
56,17,1,12917
36,17,1,22167
34,17,1,22167
21,15,1,5583
24,15,1,4583
80,0,1,4417
46,8,1,12358
40,9,1,12358
15,9,1,12358
13,7,1,12358
51,17,1,29417
48,17,1,29417
27,16,1,29417
60,15,1,9500
50,10,1,9500
26,10,1,9500
55,12,1,10250
45,8,1,10250
19,12,1,10250
36,15,1,13417
31,14,1,13417
5,0,1,13417
24,16,1,9583
75,17,1,8100
76,0,1,8917
43,9,1,8917
42,9,1,10667
36,9,1,10667
16,9,1,10667
13,7,1,10667
42,16,1,11942
38,17,1,11942
21,13,1,11942
18,11,1,11942
50,10,1,10917
43,0,1,10917
26,17,1,10917
18,10,1,10917
70,0,1,10917
38,12,1,8825
30,12,1,8825
11,7,1,8825
5,0,1,8825
60,4,1,14292
50,4,1,14292
24,9,1,14292
20,12,1,14292
3,0,1,14292
22,10,1,14292
18,7,1,14292
67,10,1,7633
62,0,1,7633
80,6,1,12708
75,0,1,12708
50,0,1,12708
34,10,1,12708
16,9,1,12708
13,5,1,12708
37,0,1,12708
60,9,1,4633
37,8,1,11300
27,7,1,11300
5,0,1,11300
10,3,1,11300
6,0,1,11300
45,0,1,11917
23,13,1,11917
29,15,1,11917
2,0,1,11917
24,10,1,11917
53,17,1,44500
50,10,1,44500
17,11,1,44500
25,15,1,44500
82,0,1,44500
50,15,1,44500
45,12,1,44500
11,4,1,44500
19,12,1,44500
17,11,1,44500
41,10,1,9250
39,17,1,9250
15,9,1,9250
13,7,1,9250
40,18,1,13917
35,17,1,13917
10,4,1,13917
7,1,1,13917
24,14,1,7250
22,14,1,7283
79,7,1,7583
72,10,1,7583
46,0,1,7417
40,0,1,7417
48,12,1,16100
19,12,1,16100
28,19,1,16100
21,14,1,16100
80,0,1,16100
50,15,1,12283
45,17,1,12283
21,14,1,12283
20,13,1,12283
63,10,1,12750
56,5,1,12750
23,16,1,12750
64,11,1,11367
60,7,1,11367
37,15,1,11367
33,9,1,11367
14,9,1,11367
10,4,1,11367
50,0,1,4550
34,7,1,4550
16,10,1,4550
68,7,1,7325
64,4,1,7325
43,15,1,7325
64,9,1,6408
54,7,1,6408
55,0,1,5925
45,9,1,5925
9,3,1,5925
59,10,1,9933
49,10,1,9933
22,9,1,9933
24,15,1,9933
45,12,1,12043
21,12,1,12043
16,10,1,12043
32,17,1,18329
31,17,1,18329
3,0,1,18329
35,10,1,9727
30,9,1,9727
7,1,1,9727
51,10,1,14054
45,9,1,14054
22,12,1,14054
19,12,1,2758
68,0,1,6726
35,9,1,6726
33,9,1,6726
67,4,1,5688
61,4,1,5688
35,9,1,5688
28,9,1,5688
2,0,1,5688
6,1,1,5688
28,16,1,21000
27,16,1,21000
24,15,1,21000
64,16,1,15750
63,17,1,15750
54,17,1,21417
47,15,1,21417
22,16,1,21417
79,16,1,19083
56,8,1,19083
35,16,1,19083
27,17,1,19083
34,15,1,17958
24,10,1,17958
7,0,1,17958
5,0,1,17958
61,17,1,9433
61,15,1,9433
25,15,1,9458
27,16,1,15875
47,12,1,30625
42,10,1,30625
20,14,1,30625
18,12,1,30625
44,10,1,35792
41,18,1,35792
16,11,1,35792
8,3,1,35792
66,7,1,20500
65,7,1,20500
35,10,1,20500
31,12,1,20500
50,7,1,35518
32,11,1,35518
30,11,1,35518
66,12,1,10208
50,8,1,18500
46,6,1,18500
23,15,1,18500
20,9,1,18500
83,4,1,10292
57,7,1,10292
31,15,1,15417
27,15,1,15417
48,12,1,20583
21,14,1,20583
19,13,1,20583
52,9,1,23522
49,4,1,23522
24,15,1,23522
21,13,1,23522
17,11,1,23522
51,3,1,28750
45,2,1,28750
27,15,1,28750
25,15,1,28750
24,8,1,24333
21,10,1,24333
18,10,1,24333
39,9,1,25180
38,12,1,25180
14,8,1,25180
5,0,1,25180
64,4,1,25180
28,15,1,25180
48,9,1,24083
38,7,1,24083
21,12,1,24083
36,8,1,18230
32,8,1,18230
12,7,1,18230
9,3,1,18230
13,8,1,18230
50,8,1,20863
38,7,1,20863
8,2,1,20863
11,6,1,20863
85,8,1,20863
54,10,1,16833
49,10,1,16833
23,16,1,16833
20,15,1,16833
18,12,1,16833
36,16,1,16833
35,15,1,16833
4,0,1,16833
31,12,1,8167
35,8,1,6000
15,9,1,6000
10,2,1,6000
13,6,1,6000
52,10,1,19833
42,7,1,19833
23,12,1,19833
22,15,1,19833
38,10,1,16333
36,8,1,16333
13,7,1,16333
11,4,1,16333
60,10,1,16333
34,8,1,15833
30,10,1,15833
9,1,1,15833
7,0,1,15833
11,3,1,15833
38,8,1,9875
73,18,1,35958
68,15,1,35958
39,15,1,35958
34,18,1,35958
3,0,1,35958
73,15,1,20833
67,10,1,20833
49,17,1,20833
43,15,1,30750
38,15,1,30750
10,4,1,30750
50,15,1,25542
50,15,1,25542
61,15,1,15483
81,11,1,19075
73,9,1,19075
75,4,1,5350
48,14,1,5350
11,5,1,5350
63,12,1,26083
58,15,1,26083
28,10,1,26083
23,15,1,26083
49,0,1,16667
28,14,1,16667
25,15,1,16667
23,16,1,16667
22,14,1,16667
65,0,1,13142
45,15,1,13142
19,14,1,13142
21,15,1,13142
19,13,1,13142
43,0,1,13142
24,13,1,13142
65,0,1,13383
35,5,1,13383
34,7,1,13383
7,1,1,13383
10,4,1,13383
28,12,1,13383
25,15,1,13383
25,12,1,13383
25,16,1,13383
35,10,1,7333
22,11,1,7333
3,0,1,7333
40,12,1,6025
35,7,1,6025
58,0,1,9147
34,9,1,9147
31,0,1,9147
5,0,1,9147
11,7,1,9147
24,10,1,9147
50,8,1,1783
40,6,1,10058
35,0,1,10058
13,8,1,10058
16,10,1,10058
14,9,1,10058
49,15,1,13083
44,15,1,13083
24,16,1,13083
19,14,1,13083
52,7,1,11500
26,16,1,11500
23,15,1,11500
21,15,1,11500
42,9,1,11167
38,12,1,11167
15,9,1,11167
17,11,1,11167
26,12,1,11375
25,15,1,11375
0,0,1,11375
45,0,1,16417
25,12,1,16417
23,8,1,16417
20,8,1,16417
15,8,1,16417
35,15,1,5542
35,7,1,6500
56,6,1,6500
32,7,1,22625
16,9,1,22625
14,7,1,22625
54,4,1,19767
50,0,1,19767
30,7,1,19767
27,10,1,19767
7,1,1,19767
4,0,1,19767
26,12,1,19767
23,15,1,19767
65,0,1,11650
45,4,1,11650
40,9,1,11650
20,12,1,11650
18,11,1,11650
23,6,1,9417
20,12,1,9417
24,7,1,6917
46,0,1,6917
28,9,1,6917
56,15,1,18167
46,12,1,18167
26,15,1,18167
23,15,1,18167
45,12,1,11317
42,15,1,11317
15,8,1,11317
40,17,1,10208
30,7,1,10208
11,4,1,10208
45,9,1,10208
32,5,1,10075
28,8,1,10075
9,2,1,10075
8,1,1,10075
5,0,1,10075
78,12,1,27667
73,11,1,27667
49,15,1,27667
44,15,1,27667
18,12,1,27667
16,10,1,27667
65,15,1,20500
57,15,1,20500
25,16,1,20500
80,9,1,20500
70,11,1,20500
45,15,1,20500
58,9,1,26000
52,9,1,26000
29,14,1,26000
26,17,1,26000
45,1,1,20667
42,5,1,20667
20,10,1,20667
21,9,1,20667
76,0,1,4208
54,10,1,4208
41,7,1,12708
40,7,1,12708
11,5,1,12708
58,9,1,3625
44,17,1,17875
39,12,1,17875
16,10,1,17875
11,6,1,17875
59,10,1,16283
58,11,1,16283
30,13,1,16283
28,13,1,16283
39,10,1,12542
35,10,1,12542
3,0,1,12542
19,10,1,8583
18,10,1,8583
32,12,1,15167
45,9,1,34250
38,14,1,34250
14,9,1,34250
12,7,1,34250
40,8,1,20667
38,5,1,20667
10,4,1,20667
12,7,1,20667
35,2,1,14625
30,4,1,14625
13,7,1,14625
10,3,1,14625
3,0,1,14625
50,12,1,13270
42,12,1,13270
18,12,1,13270
21,15,1,13270
42,12,1,16165
40,12,1,16165
15,9,1,16165
12,6,1,16165
65,10,1,16165
60,9,1,9271
54,7,1,9271
26,12,1,9271
24,15,1,9271
2,0,1,9271
68,12,1,8715
59,9,1,8715
34,16,1,8715
75,12,1,6467
61,3,1,8742
55,3,1,8742
37,11,1,8742
31,4,1,6019
23,9,1,6019
2,0,1,6019
50,7,1,6019
27,7,1,6019
25,5,1,6019
51,5,1,21417
48,4,1,21417
14,8,1,21417
22,12,1,21417
19,10,1,21417
16,10,1,21417
39,13,1,16750
19,12,1,16750
20,13,1,16750
34,10,1,14633
29,10,1,14633
7,0,1,14633
2,0,1,14633
46,9,1,16833
40,7,1,16833
20,12,1,16833
18,11,1,16833
34,7,1,17267
30,7,1,17267
13,7,1,17267
12,6,1,17267
62,0,1,14000
52,3,1,14000
29,10,1,14000
80,0,1,3383
34,9,1,16450
28,7,1,16450
5,0,1,16450
8,1,1,16450
59,10,1,11067
55,0,1,11067
26,15,1,11067
23,12,1,11067
85,0,1,11067
45,11,1,11192
40,8,1,11192
20,14,1,11192
19,12,1,11192
45,15,1,21408
39,15,1,21408
8,3,1,21408
20,11,1,21408
17,10,1,21408
48,10,1,14058
45,10,1,14058
20,13,1,14058
18,12,1,14058
34,7,1,5500
14,8,1,5500
35,5,1,8700
25,8,1,8700
85,0,1,8700
69,3,1,3092
37,3,1,11592
35,4,1,11592
16,8,1,11592
11,4,1,11592
6,0,1,11592
51,10,1,21667
49,15,1,21667
22,15,1,21667
19,13,1,21667
47,16,1,19417
45,10,1,19417
24,16,1,19417
18,12,1,19417
48,0,1,19083
44,9,1,19083
26,15,1,19083
22,16,1,19083
43,8,1,21583
38,8,1,21583
20,13,1,21583
17,11,1,21583
35,9,1,13833
32,12,1,13833
13,6,1,13833
55,0,1,13833
55,9,1,16367
52,9,1,16367
18,13,1,16367
80,0,1,6375
60,0,1,8717
35,9,1,8717
49,15,1,28115
40,17,1,28115
22,16,1,28115
11,5,1,28115
30,16,1,23253
28,17,1,23253
0,0,1,23253
25,12,1,5709
20,10,1,5709
1,0,1,5709
29,12,1,16338
26,15,1,16338
3,0,1,16338
66,16,1,27579
57,11,1,27579
39,16,1,27579
35,16,1,27579
6,0,1,27579
6,0,1,27579
36,12,1,26684
31,10,1,26684
12,6,1,26684
2,0,1,26684
56,4,1,26684
70,0,1,3133
50,0,1,3133
47,12,1,28167
43,12,1,28167
23,15,1,28167
21,13,1,28167
50,15,1,31005
45,12,1,31005
17,11,1,31005
16,10,1,31005
80,8,1,31005
90,11,1,15901
57,12,1,15901
51,10,1,15901
23,16,1,15901
27,16,1,15901
60,10,1,10611
52,14,1,10611
59,10,1,18879
52,10,1,18879
17,11,1,8613
17,11,1,9645
63,15,1,9901
56,10,1,9901
43,15,1,18921
38,15,1,18921
13,8,1,18921
41,12,1,13333
20,14,1,13333
19,12,1,13333
62,15,1,24167
55,10,1,24167
29,17,1,24167
25,17,1,24167
23,15,1,24167
59,15,1,7750
56,15,1,7750
50,0,1,9742
25,12,1,9742
19,10,1,9742
63,8,1,7033
57,0,1,7033
37,12,1,7033
55,0,1,13692
35,8,1,13692
41,10,1,13692
15,9,1,13692
52,0,1,6467
60,9,1,6467
58,9,1,16058
50,9,1,16058
74,10,1,8758
70,10,1,8758
23,15,1,8758
58,15,1,10542
49,15,1,10542
23,15,1,10542
20,14,1,10542
38,19,1,8458
37,19,1,8458
7,1,1,8458
71,7,1,13165
49,9,1,13165
46,9,1,13165
22,14,1,13165
17,11,1,13165
85,14,1,4250
70,0,1,4250
52,9,1,8842
48,8,1,8842
22,0,1,8842
22,12,1,8842
34,17,1,8458
32,17,1,8458
83,0,1,8417
53,12,1,8417
28,15,1,8417
75,10,1,11413
67,5,1,11413
43,15,1,11413
20,13,1,11413
3,0,1,11413
75,12,1,15875
54,17,1,15875
18,11,1,15875
40,18,1,16058
35,15,1,16058
3,0,1,16058
62,17,1,34333
53,17,1,34333
79,10,1,3277
40,12,1,12385
34,9,1,12385
13,9,1,12385
9,4,1,12385
65,4,1,2972
52,4,1,10549
42,7,1,10549
40,10,1,15817
37,7,1,15817
10,4,1,15817
18,11,1,15817
16,10,1,15817
14,8,1,15817
58,9,1,16292
53,7,1,16292
33,11,1,16292
22,12,1,16292
1,0,1,16292
25,11,1,16292
29,15,1,8258
28,12,1,8258
38,9,1,20375
35,12,1,20375
16,11,1,20375
14,8,1,20375
8,2,1,20375
6,0,1,20375
57,0,1,20375
45,5,1,15695
48,0,1,15695
22,10,1,15695
19,9,1,15695
16,9,1,15695
30,15,1,20375
25,7,1,20375
4,0,1,20375
1,0,1,20375
28,7,1,7692
9,3,1,7692
10,4,1,7692
35,5,1,11375
30,0,1,11375
9,3,1,11375
8,2,1,11375
6,0,1,11375
4,0,1,11375
46,12,1,21092
41,12,1,21092
23,15,1,21092
21,15,1,21092
64,4,1,21092
41,15,1,21092
18,12,1,21092
50,10,1,23733
45,3,1,23733
25,9,1,23733
19,12,1,23733
23,13,1,23733
32,7,1,18625
24,12,1,18625
1,0,1,18625
4,0,1,18625
51,0,1,18625
27,7,1,18625
58,3,1,16680
52,5,1,16680
32,12,1,16680
31,10,1,16680
2,0,1,16680
59,10,1,14000
52,4,1,14000
48,4,1,14000
18,12,1,3808
14,8,1,3833
32,8,1,8842
50,8,1,8842
49,10,1,31042
48,8,1,31042
22,15,1,31042
26,15,1,31042
59,15,1,31225
58,15,1,31225
29,17,1,31225
29,15,1,31225
34,17,1,31225
87,11,1,31225
72,15,1,15583
43,15,1,15583
61,12,1,10567
55,15,1,10567
68,10,1,3725
38,15,1,31083
33,9,1,31083
5,0,1,31083
69,9,1,31083
36,0,1,31083
58,7,1,16150
45,9,1,16150
37,9,1,16150
13,8,1,16150
38,6,1,20667
40,9,1,20667
32,9,1,20667
60,15,1,25792
57,9,1,25792
38,10,1,25792
13,8,1,25792
24,10,1,25792
47,12,1,30625
45,10,1,30625
17,11,1,30625
78,11,1,8590
73,11,1,8590
47,7,1,30700
40,5,1,30700
19,12,1,30700
16,11,1,30700
59,9,1,17542
56,7,1,17542
26,17,1,17542
67,10,1,5688
63,0,1,8617
31,4,1,17600
34,8,1,17600
0,0,1,17600
